year	mon	day	time	lat	lon	dep	mag
2006	5	1	20:05:44	47.521	-69.975	11.2	1.5
2015	11	23	0:17:13	47.392	-70.355	9.1	1.5
2015	12	2	0:44:41	47.767	-69.753	23.8	1.5
2002	7	12	12:52:31	47.721	-70.091	12.5	1.5
2016	4	11	11:21:32	47.581	-69.977	8.6	1.5
2006	1	9	0:55:07	47.516	-70.087	8.2	1.5
2005	12	26	4:42:31	47.386	-70.185	13.6	1.5
2007	4	13	21:40:16	47.471	-70.346	9.6	1.5
2007	4	5	6:29:34	47.644	-69.965	23.1	1.5
2014	1	9	11:23:17	47.666	-70.132	12.8	1.5
2005	1	24	13:57:14	47.582	-69.953	11	1.5
2001	1	1	5:41:53	47.54	-70.193	23.8	1.5
2007	1	5	16:52:25	47.527	-70.207	15.8	1.5
2006	4	11	7:57:47	47.754	-69.721	13.8	1.5
2013	3	8	12:26:59	47.784	-70.051	3.9	1.5
2004	12	6	6:30:12	47.784	-69.932	24.3	1.5
2007	2	17	22:08:38	47.531	-70.216	15.6	1.5
2006	3	8	1:00:12	47.646	-70.134	7.3	1.5
2006	3	24	14:57:10	47.65	-69.88	12.6	1.5
2003	11	4	4:16:53	47.461	-70.131	19.1	1.5
2004	12	2	22:50:29	47.481	-70.008	10.8	1.5
2006	3	26	4:37:37	47.611	-70.127	18.4	1.5
2008	2	29	14:53:26	47.63	-70.157	12.4	1.5
2008	9	16	7:38:48	47.324	-70.585	11.9	1.5
2009	8	8	9:50:30	47.43	-70.442	13.2	1.5
2011	12	4	6:49:13	47.512	-70.365	10.8	1.5
2009	7	2	1:15:55	47.498	-70.046	14	1.5
2015	4	22	12:11:54	47.545	-69.902	12.1	1.5
2004	6	15	23:40:04	47.442	-70.164	11.7	1.5
2011	12	13	15:00:43	47.469	-70.063	17.4	1.5
2015	4	25	7:23:30	47.391	-70.129	15.4	1.5
2011	12	11	17:14:34	47.504	-70.066	11.9	1.5
2017	6	30	9:14:03	47.432	-70.438	3.9	1.5
2002	1	19	12:06:43	47.72	-69.956	23.5	1.5
2010	1	1	4:14:51	47.74	-69.742	13	1.5
2010	1	2	12:41:04	47.529	-69.936	13.5	1.5
2010	1	8	9:41:03	47.438	-70.059	8.8	1.5
2002	1	1	2:16:35	47.603	-70.193	10.5	1.5
2009	11	20	3:52:27	47.557	-70.312	6.8	1.5
2009	10	4	12:55:59	47.355	-70.244	14.9	1.5
2011	11	13	5:32:44	47.644	-69.942	13.5	1.5
2011	11	12	20:16:01	47.489	-70.482	18	1.5
2009	10	18	11:35:37	47.3	-70.315	12.2	1.5
2016	9	8	2:34:27	47.784	-69.865	9.7	1.5
2009	5	2	2:09:34	47.612	-69.934	11.7	1.5
2012	3	22	13:45:47	47.56	-70.127	15.4	1.5
2015	6	27	15:37:59	47.774	-69.746	23.6	1.5
2012	3	2	11:43:42	47.577	-70.096	18.6	1.5
2012	3	25	12:34:25	47.321	-70.515	11	1.5
2012	4	2	0:17:27	47.426	-70.421	6.4	1.5
2008	9	16	15:59:44	47.557	-70.365	3.3	1.5
2008	9	21	15:38:06	47.774	-69.942	11.7	1.5
2008	9	22	10:51:35	47.803	-70.047	5.5	1.5
2008	9	24	10:40:55	47.538	-70.357	6.9	1.5
2008	11	16	0:57:49	47.622	-69.824	19	1.5
2008	11	21	16:18:04	47.593	-70.247	11.4	1.5
2012	2	8	0:22:59	47.268	-70.315	10.9	1.5
2001	5	28	10:27:29	47.458	-70.122	8.1	1.5
2009	4	8	2:20:17	47.642	-69.947	15.1	1.5
2012	2	12	0:59:41	47.525	-70.055	6.6	1.5
2002	3	23	0:59:26	47.408	-70.399	6.2	1.5
2008	11	26	6:48:41	47.59	-70.201	13	1.5
2004	1	28	3:53:39	47.714	-69.825	10.1	1.5
2002	3	23	2:47:44	47.401	-70.396	6.1	1.5
2010	2	8	9:21:01	47.429	-70.396	7.7	1.5
2010	11	28	0:18:12	47.671	-69.899	14.3	1.5
2010	11	28	9:28:45	47.422	-70.065	14.4	1.5
2001	9	9	8:43:44	47.652	-69.963	13.1	1.5
2010	11	26	19:05:42	47.743	-69.729	13.2	1.5
2010	11	26	5:29:29	47.624	-69.898	13	1.5
2010	11	2	22:33:28	47.581	-70.19	11.3	1.5
2010	11	4	10:15:43	47.572	-70.348	15.5	1.5
2011	5	21	0:40:43	47.729	-69.738	25.3	1.5
2011	5	14	14:16:49	47.628	-70.23	5.8	1.5
2011	5	10	1:30:59	47.486	-70.057	20	1.5
2011	5	5	6:03:53	47.213	-70.362	10.6	1.5
2011	1	12	3:34:36	47.441	-70.043	11.5	1.5
2011	2	3	14:54:29	47.581	-70.068	13.3	1.5
2014	8	14	9:39:32	47.46	-70.064	9.9	1.5
2011	3	9	22:49:06	47.483	-69.981	11.9	1.5
2011	4	9	8:22:26	47.773	-69.942	21.5	1.5
2011	4	10	19:57:13	47.841	-69.827	20	1.5
2001	8	30	7:59:58	47.697	-69.891	8.4	1.5
2011	4	26	18:32:46	47.431	-70.148	11.8	1.5
2011	4	12	12:08:59	47.656	-69.811	10.9	1.5
2001	7	23	10:36:39	47.51	-70.195	14.2	1.5
2004	4	14	21:50:01	47.635	-69.826	9.3	1.5
2011	8	15	9:32:08	47.583	-69.943	10.3	1.5
2010	4	9	20:47:03	47.449	-70.3	12	1.5
2015	1	4	5:03:48	47.411	-70.431	5.1	1.5
2015	1	3	15:11:15	47.444	-70.057	9	1.5
2010	3	22	2:03:44	47.68	-69.88	11.7	1.5
2014	6	21	23:22:28	47.742	-69.98	15.4	1.5
2010	2	24	22:37:25	47.606	-70.173	9.2	1.5
2004	5	2	7:44:20	47.417	-70.511	9.1	1.5
2017	7	17	14:29:01	47.723	-69.936	24.4	1.5
2011	7	31	7:13:38	47.423	-70.415	6.1	1.5
2004	4	26	21:48:15	47.801	-69.837	23.6	1.5
2011	6	21	1:39:15	47.483	-69.947	9.2	1.5
2010	9	4	12:41:16	47.568	-69.971	6.9	1.5
2014	11	3	22:01:08	47.698	-70.044	11.6	1.5
2017	8	27	12:07:35	47.636	-69.929	10.3	1.5
2014	11	24	4:02:23	47.571	-70.011	14	1.5
2014	6	30	21:47:03	47.748	-69.972	17.9	1.5
2016	8	21	7:07:25	47.598	-70.562	0	1.5
2011	7	24	1:35:10	47.511	-70.059	11.5	1.5
2010	8	5	22:49:55	47.45	-70.388	5.8	1.5
2014	11	29	3:04:21	47.611	-69.948	11.8	1.5
2015	4	7	17:16:00	47.539	-70.144	16.5	1.5
2003	5	22	9:12:42	47.758	-70.086	14.7	1.5
2004	1	12	11:18:41	47.456	-70.065	11.9	1.5
2007	10	15	14:28:31	47.351	-70.175	15.1	1.5
2007	12	11	3:51:17	47.447	-70.097	13.6	1.5
2003	12	29	20:00:57	47.79	-69.855	21.6	1.5
2003	4	21	1:19:28	47.796	-69.869	19.1	1.5
2015	10	4	2:28:02	47.42	-70.418	13.9	1.5
2017	4	29	16:47:28	47.591	-69.915	13.8	1.5
2008	6	12	21:15:02	47.547	-70.525	21.4	1.5
2017	10	28	10:12:37	47.554	-70.251	14.4	1.5
2001	4	13	15:25:33	47.526	-70.391	2.5	1.5
2012	5	21	8:51:27	47.706	-70.026	15.1	1.5
2001	4	7	16:50:00	47.582	-69.967	10.6	1.5
2008	2	8	15:21:30	47.513	-70.127	10.4	1.5
2002	5	17	4:10:17	47.446	-70.139	15.3	1.5
2016	7	20	12:27:17	47.264	-70.331	7.8	1.5
2008	4	10	0:52:05	47.542	-70.007	8.1	1.5
2001	5	13	22:22:25	47.463	-70.053	12.2	1.5
2015	10	6	12:51:13	47.419	-70.45	4.2	1.5
2008	3	29	9:37:39	47.419	-70.337	10.6	1.5
2001	5	18	17:26:49	47.407	-70.415	5.3	1.5
2004	8	21	17:00:18	47.682	-70.16	11	1.5
2008	8	20	13:57:18	47.379	-70.402	18.3	1.5
2008	2	24	18:37:36	47.6	-70.025	15.1	1.5
2012	8	29	15:26:12	47.717	-69.862	13.1	1.5
2012	8	3	20:47:42	47.639	-70.207	12.7	1.5
2008	8	19	16:31:25	47.383	-70.129	15.3	1.5
2015	8	16	4:11:13	47.555	-70.125	22.2	1.5
2011	7	26	22:26:51	47.604	-70.223	6.6	1.4
2014	12	2	22:10:40	47.463	-70.079	10.4	1.4
2004	4	22	16:18:49	47.484	-70.032	8.9	1.4
2016	4	22	19:26:22	47.519	-70.026	13.9	1.4
2005	11	6	2:55:14	47.501	-70.078	17.4	1.4
2011	7	19	5:58:55	47.437	-70.137	15.1	1.4
2016	5	6	10:37:18	47.406	-70.427	6.3	1.4
2017	2	8	12:08:09	47.726	-69.914	20.7	1.4
2001	3	31	15:52:59	47.602	-69.924	12.4	1.4
2010	9	1	5:19:13	47.454	-70.036	12.2	1.4
2005	3	6	6:34:39	47.757	-69.729	13.9	1.4
2011	7	9	1:59:27	47.795	-69.823	21.9	1.4
2016	10	29	13:12:48	47.477	-70.025	6.6	1.4
2012	8	21	21:18:21	47.497	-70.109	8.9	1.4
2017	12	8	11:47:48	47.381	-70.234	13.1	1.4
2003	12	2	3:02:19	47.471	-70.13	13.5	1.4
2010	8	11	3:08:54	47.501	-69.955	10.9	1.4
2003	12	19	16:04:22	47.651	-70.217	12	1.4
2002	6	13	6:13:15	47.615	-69.941	11.9	1.4
2008	1	29	6:07:56	47.643	-69.823	11.5	1.4
2015	11	3	21:10:15	47.471	-70.31	12.3	1.4
2010	3	29	5:07:16	47.516	-70.358	3.5	1.4
2006	1	28	11:39:04	47.537	-70.242	18.5	1.4
2015	11	1	5:56:47	47.441	-70.208	14.5	1.4
2015	1	23	14:11:45	47.613	-70.244	6	1.4
2002	11	4	18:26:07	47.387	-70.131	17.1	1.4
2012	8	19	21:36:17	47.333	-70.478	14	1.4
2001	11	20	8:38:18	47.484	-70.394	4.4	1.4
2012	8	15	22:49:59	47.594	-69.965	10	1.4
2011	9	17	4:37:18	47.214	-70.365	8.4	1.4
2008	3	6	13:04:27	47.584	-70.287	4.2	1.4
2004	9	14	0:52:25	47.446	-70.401	14.1	1.4
2010	4	6	13:02:00	47.377	-70.261	13.7	1.4
2008	2	19	17:33:26	47.533	-69.975	10.7	1.4
2005	10	5	9:51:19	47.806	-69.935	18.8	1.4
2008	2	6	14:32:10	47.338	-70.393	7.3	1.4
2005	12	24	13:56:46	47.453	-70.4	11.3	1.4
2006	1	2	14:17:32	47.612	-69.913	12.4	1.4
2010	5	16	22:55:22	47.608	-70.153	14.1	1.4
2016	4	14	3:11:53	47.453	-70.047	6.1	1.4
2008	2	19	9:02:30	47.493	-70.034	14.6	1.4
2010	5	4	6:56:43	47.419	-70.299	12.2	1.4
2010	5	5	15:40:36	47.539	-70.147	18.1	1.4
2010	5	16	7:30:19	47.444	-70.419	11.8	1.4
2010	5	6	1:48:17	47.431	-70.399	6.5	1.4
2007	6	9	11:29:50	47.279	-70.366	10.2	1.4
2005	10	5	4:27:19	47.494	-70.111	11.5	1.4
2011	5	1	5:50:51	47.402	-70.424	6.9	1.4
2001	8	26	0:02:22	47.68	-69.916	9.1	1.4
2005	5	28	6:26:45	47.583	-69.958	11	1.4
2002	5	19	21:18:01	47.731	-69.672	25.2	1.4
2005	5	23	22:23:25	47.501	-70.389	16.9	1.4
2010	12	22	14:23:29	47.484	-70.258	14	1.4
2016	12	24	15:21:53	47.833	-70.549	6.9	1.4
2003	9	30	13:25:30	47.536	-70.028	9.5	1.4
2002	12	28	11:53:28	47.728	-70.199	5.1	1.4
2004	3	20	20:49:53	47.5	-70.081	20.1	1.4
2001	9	7	3:38:41	47.581	-70.247	6.5	1.4
2007	10	23	2:36:09	47.577	-69.837	19.5	1.4
2004	11	4	4:10:26	47.682	-70.189	6.7	1.4
2005	5	17	15:58:59	47.432	-70.346	10.6	1.4
2001	7	28	10:56:50	47.62	-70.159	14.4	1.4
2011	2	9	14:27:16	47.446	-70.402	12.8	1.4
2004	3	28	7:55:08	47.52	-69.951	12.4	1.4
2002	6	1	0:18:43	47.411	-70.065	9.1	1.4
2001	8	14	9:24:17	47.614	-69.89	14.8	1.4
2011	1	29	11:08:49	47.464	-70.358	6.5	1.4
2003	9	13	6:16:05	47.784	-69.909	13.4	1.4
2004	10	7	18:28:17	47.465	-70.118	23.3	1.4
2005	3	13	10:18:55	47.759	-69.718	14.1	1.4
2011	1	15	7:45:08	47.509	-70.189	9.6	1.4
2003	7	22	1:25:01	47.461	-70.132	15	1.4
2013	9	23	17:48:37	47.494	-70.296	12.1	1.4
2013	7	23	6:09:27	47.783	-70.054	5.5	1.4
2011	5	12	9:48:44	47.843	-69.983	23.5	1.4
2008	9	11	23:09:46	47.334	-70.227	11.9	1.4
2007	6	9	14:18:44	47.504	-70.406	4.6	1.4
2003	10	23	2:26:32	47.653	-70.148	13.5	1.4
2001	9	17	14:29:58	47.218	-70.298	12.3	1.4
2004	4	16	9:51:54	47.8	-69.7	18.3	1.4
2015	10	28	23:57:30	47.342	-70.159	15.9	1.4
2015	9	14	0:03:01	47.63	-70.197	13.1	1.4
2014	11	14	16:00:01	47.568	-69.999	12.6	1.4
2011	6	19	9:57:28	47.435	-70.086	22.9	1.4
2005	10	1	22:23:02	47.717	-69.781	12.4	1.4
2005	3	6	7:03:47	47.753	-69.722	14.5	1.4
2014	7	8	15:23:31	47.342	-70.3	6	1.4
2005	9	17	6:43:14	47.642	-70.235	9.2	1.4
2012	8	28	13:32:35	47.418	-70.256	14	1.4
2004	4	12	3:49:04	47.426	-70.427	5.5	1.4
2016	12	26	1:46:28	47.807	-69.942	19.9	1.4
2017	12	11	12:41:21	47.533	-70.308	10.1	1.4
2005	8	24	23:06:25	47.621	-69.87	15.2	1.4
2001	4	14	16:02:13	47.48	-70.05	5.7	1.4
2010	10	18	4:01:09	47.441	-70.15	14.8	1.4
2005	9	15	15:12:44	47.609	-70.222	11.7	1.4
2012	8	24	5:08:53	47.48	-70.101	19.6	1.4
2013	6	8	1:21:53	47.558	-70.391	8.9	1.4
2003	7	13	22:11:07	47.424	-70.344	10.9	1.4
2011	5	20	6:14:17	47.374	-70.201	13.4	1.4
2010	2	18	10:45:34	47.541	-70.028	8.4	1.4
2002	2	7	4:11:56	47.526	-69.994	10.2	1.4
2004	1	7	0:55:08	47.633	-69.895	13.8	1.4
2017	10	6	2:20:18	47.606	-70.232	11	1.4
2006	8	17	16:35:41	47.44	-70.315	12.9	1.4
2006	8	15	8:17:32	47.409	-70.131	11.9	1.4
2012	1	14	2:36:45	47.567	-70.033	8	1.4
2006	8	28	11:11:25	47.521	-70.275	10.2	1.4
2009	4	4	11:06:58	47.514	-70.197	12.9	1.4
2002	3	11	16:33:57	47.643	-70.302	6	1.4
2006	9	15	10:43:02	47.503	-69.963	11.6	1.4
2002	3	7	2:50:48	47.604	-69.899	13.3	1.4
2012	1	21	21:30:51	47.51	-69.983	19.2	1.4
2004	11	24	0:32:28	47.51	-70.064	17.8	1.4
2012	1	8	16:57:28	47.62	-70.207	6.9	1.4
2013	2	11	23:36:38	47.567	-69.907	14.9	1.4
2008	5	13	5:51:27	47.456	-70.229	15.7	1.4
2017	6	26	7:08:51	47.805	-69.92	25.1	1.4
2009	6	10	3:14:20	47.548	-70.052	10.9	1.4
2006	7	26	10:40:14	47.711	-70.08	15.3	1.4
2008	6	5	10:10:21	47.696	-69.809	21.9	1.4
2009	5	20	7:53:40	47.486	-70.098	20.9	1.4
2008	5	24	11:12:18	47.366	-70.12	11.5	1.4
2009	5	27	18:20:55	47.781	-69.891	19.1	1.4
2009	6	3	23:08:26	47.687	-69.963	6.9	1.4
2014	4	7	21:11:23	47.598	-70.187	6.6	1.4
2009	2	15	3:21:15	47.593	-70.322	4.7	1.4
2016	7	14	7:47:09	47.339	-70.395	7.6	1.4
2006	12	1	13:56:32	47.511	-70.016	9.6	1.4
2007	1	23	12:02:20	47.713	-69.759	23.7	1.4
2014	3	25	12:58:00	47.429	-70.03	15.2	1.4
2014	1	7	10:55:41	47.417	-70.466	12.3	1.4
2002	8	2	3:48:35	47.456	-70.115	19.6	1.4
2008	9	15	12:30:09	47.512	-70.364	7.6	1.4
2008	9	2	10:24:26	47.352	-70.337	16.8	1.4
2014	3	16	20:11:57	47.604	-70.264	10.3	1.4
2017	6	9	11:21:58	47.81	-69.81	22.6	1.4
2003	11	20	16:30:07	47.575	-70.106	19.3	1.4
2004	11	24	21:20:37	47.393	-70.327	20.6	1.4
2006	10	16	9:56:23	47.514	-70.043	15	1.4
2008	7	22	3:33:11	47.416	-70.377	12.1	1.4
2013	1	19	11:04:28	47.793	-70.054	2.5	1.4
2014	2	26	4:02:28	47.6	-70.276	14.4	1.4
2006	10	18	22:50:39	47.412	-70.284	11.2	1.4
2009	1	13	10:36:28	47.583	-69.984	15.5	1.4
2007	2	16	23:06:27	47.496	-70.166	7.9	1.4
2016	12	13	12:38:08	47.447	-70.464	4.9	1.4
2015	5	11	22:45:58	47.535	-70.408	8.3	1.4
2013	1	3	7:19:09	47.458	-70.051	8.3	1.4
2015	11	15	1:43:24	47.39	-70.242	13.9	1.4
2009	10	14	8:38:57	47.45	-70.112	23.2	1.4
2011	10	15	11:55:18	47.45	-69.946	9.7	1.4
2001	12	26	10:47:16	47.384	-70.248	12.7	1.4
2006	3	30	5:17:42	47.435	-70.37	11.4	1.4
2006	3	28	17:45:06	47.602	-70.219	17.2	1.4
2001	1	15	5:15:19	47.805	-69.824	24.7	1.4
2003	11	21	5:23:41	47.797	-69.812	20.3	1.4
2016	12	29	21:43:08	47.482	-70.088	7.9	1.4
2005	1	17	7:37:54	47.568	-69.929	13.1	1.4
2009	10	16	6:32:54	47.242	-70.3	11.8	1.4
2009	11	7	22:17:47	47.485	-70.357	8.4	1.4
2001	1	29	5:11:44	47.546	-70.243	12.1	1.4
2008	4	13	9:49:42	47.404	-70.089	15.3	1.4
2002	10	24	20:51:31	47.33	-70.509	10.4	1.4
2001	12	12	9:51:38	47.798	-69.822	23	1.4
2010	2	6	8:59:53	47.485	-70.132	8.3	1.4
2008	3	25	16:19:13	47.397	-70.247	11.1	1.4
2011	9	20	6:34:07	47.504	-70.094	11.6	1.4
2002	7	1	2:31:58	47.5	-70.394	5	1.4
2016	4	7	3:42:49	47.236	-70.343	9.4	1.4
2008	4	7	18:46:02	47.469	-70.204	10.8	1.4
2009	12	29	7:15:33	47.312	-70.256	9.9	1.4
2013	4	3	3:20:50	47.464	-70.192	11.6	1.4
2005	1	22	21:54:44	47.291	-70.251	18.8	1.4
2011	10	5	9:44:27	47.845	-69.683	18	1.4
2009	11	14	17:48:24	47.401	-70.386	8.5	1.4
2001	3	26	23:54:45	47.452	-70.066	5.8	1.4
2016	3	21	15:00:56	47.529	-70.131	14.2	1.4
2004	5	23	16:13:35	47.694	-70.048	12.5	1.4
2004	5	13	21:07:49	47.48	-70.101	11.4	1.4
2012	9	15	13:33:28	47.453	-70.128	11	1.4
2006	6	1	16:00:01	47.487	-70.053	11.9	1.4
2017	3	10	3:43:30	47.524	-70.164	12.4	1.4
2001	3	25	7:20:08	47.384	-70.239	20.9	1.4
2002	2	3	13:27:33	47.545	-70.049	7.7	1.4
2009	8	4	16:05:45	47.56	-70.266	11.3	1.4
2008	4	21	13:34:35	47.568	-69.974	6.8	1.4
2009	8	12	6:25:18	47.756	-69.85	21.6	1.4
2016	11	24	8:35:36	47.624	-69.907	11.9	1.4
2015	11	13	18:20:36	47.478	-70.392	5.6	1.4
2002	1	19	23:56:00	47.633	-69.908	11.7	1.4
2017	6	30	21:12:58	47.428	-70.062	16.9	1.4
2001	2	5	23:07:00	47.434	-70.384	5.6	1.4
2006	5	6	13:47:43	47.569	-69.906	14.2	1.4
2011	11	12	2:10:23	47.43	-70.441	5.6	1.4
2005	3	6	13:59:29	47.749	-69.725	14.4	1.3
2004	2	19	13:28:29	47.398	-70.168	11.1	1.3
2004	7	20	9:53:13	47.622	-70.225	11.7	1.3
2003	8	9	5:51:26	47.566	-69.965	15.1	1.3
2003	9	24	9:52:28	47.469	-70.112	11.4	1.3
2005	3	7	21:01:54	47.745	-69.723	13.1	1.3
2004	2	12	14:53:44	47.409	-70.06	13.3	1.3
2004	3	10	21:02:24	47.377	-70.45	13.3	1.3
2004	3	30	22:38:11	47.461	-70.102	17.8	1.3
2016	7	3	7:27:29	47.403	-70.471	8.6	1.3
2003	8	17	20:40:26	47.62	-69.785	16.5	1.3
2004	3	31	5:57:56	47.468	-70.147	20.5	1.3
2003	10	10	11:49:25	47.467	-70.046	14.5	1.3
2004	3	4	15:24:27	47.438	-70.444	9.8	1.3
2005	2	28	19:23:57	47.504	-70.118	12.5	1.3
2003	3	28	15:55:48	47.374	-70.117	11.6	1.3
2003	9	28	12:51:31	47.81	-69.828	23.2	1.3
2004	4	20	4:13:48	47.6	-70.236	12.3	1.3
2005	3	6	8:00:18	47.748	-69.736	13.2	1.3
2004	2	18	22:45:33	47.321	-70.131	22.5	1.3
2004	11	18	21:09:53	47.407	-70.403	7	1.3
2003	7	10	22:14:40	47.509	-70.068	15.8	1.3
2016	12	9	8:50:02	47.723	-69.918	19.7	1.3
2005	3	11	3:30:29	47.749	-69.734	14	1.3
2004	10	2	5:45:33	47.585	-70.213	10.6	1.3
2008	9	26	20:22:04	47.497	-70.071	22.8	1.3
2009	3	27	11:17:53	47.456	-70.362	10.3	1.3
2010	11	8	5:25:47	47.677	-69.916	11.8	1.3
2001	8	20	21:56:34	47.388	-70.13	15.7	1.3
2001	8	17	21:44:23	47.561	-69.974	16.8	1.3
2011	2	23	21:00:29	47.481	-70.351	6.5	1.3
2010	9	30	5:01:12	47.491	-70.138	6.8	1.3
2010	8	14	15:28:46	47.495	-70.397	2.5	1.3
2010	6	30	23:18:06	47.518	-70.339	3.2	1.3
2010	7	1	8:12:46	47.284	-70.346	10.2	1.3
2010	8	10	4:21:41	47.513	-69.959	11.5	1.3
2011	3	12	18:29:48	47.474	-70.016	13.6	1.3
2011	3	17	9:40:51	47.386	-70.218	13.9	1.3
2011	7	24	16:02:41	47.485	-70.206	15.9	1.3
2011	7	27	14:40:59	47.529	-70	13.1	1.3
2001	6	26	3:31:00	47.574	-70.347	17	1.3
2011	8	18	20:08:52	47.432	-70.394	6.8	1.3
2014	7	2	2:15:18	47.536	-70.301	11.7	1.3
2011	6	23	23:27:28	47.525	-70.387	6	1.3
2011	4	9	4:51:39	47.428	-70.238	14.5	1.3
2011	5	11	11:40:58	47.629	-70.272	23.2	1.3
2011	5	13	3:12:05	47.313	-70.481	11.7	1.3
2001	7	21	13:11:55	47.73	-70.113	9.7	1.3
2011	6	8	15:05:02	47.546	-70.083	10.6	1.3
2010	5	16	14:35:04	47.518	-70.022	9.8	1.3
2001	11	18	0:44:51	47.327	-70.493	12.6	1.3
2002	2	14	11:14:36	47.502	-70.107	11.1	1.3
2002	2	13	2:29:05	47.571	-70.303	10.7	1.3
2009	8	24	0:36:37	47.477	-70.007	15.8	1.3
2015	4	25	18:53:41	47.81	-69.783	20.8	1.3
2009	5	30	16:05:23	47.49	-70.042	13.7	1.3
2009	4	2	0:49:25	47.396	-70.386	8.1	1.3
2009	4	3	13:11:22	47.7	-70.076	7.1	1.3
2002	3	3	13:10:26	47.42	-70.149	20.1	1.3
2009	5	25	20:08:13	47.416	-70.354	15.8	1.3
2009	5	7	2:14:59	47.538	-70.008	9.1	1.3
2003	1	10	15:50:47	47.815	-69.924	19.4	1.3
2009	10	6	22:51:33	47.594	-70.224	7.1	1.3
2010	1	21	16:05:25	47.683	-69.913	7.2	1.3
2010	1	31	22:49:34	47.607	-70.145	14.1	1.3
2010	2	2	10:36:24	47.544	-70.13	16	1.3
2010	2	10	10:52:06	47.46	-70.045	14.6	1.3
2010	1	12	7:00:22	47.46	-70.168	10.6	1.3
2010	1	5	1:20:25	47.28	-70.616	9.2	1.3
2009	10	9	10:37:15	47.448	-70.443	5	1.3
2002	1	13	15:33:54	47.86	-69.951	21.8	1.3
2002	1	7	1:54:02	47.491	-70.204	16.5	1.3
2001	12	13	4:00:58	47.477	-70.051	4.6	1.3
2009	11	30	8:30:41	47.73	-70.1	9	1.3
2011	10	7	11:29:36	47.38	-70.175	13.5	1.3
2001	6	15	23:58:16	47.439	-70.059	8.2	1.3
2001	2	19	21:25:38	47.533	-69.877	16.4	1.3
2001	2	7	12:22:06	47.501	-70.121	8.1	1.3
2013	2	22	22:02:33	47.393	-70.145	11.1	1.3
2013	1	26	15:57:55	47.547	-70.087	13.6	1.3
2013	1	12	2:34:01	47.368	-70.087	23.2	1.3
2012	11	20	10:03:33	47.707	-69.779	11.3	1.3
2012	11	22	11:31:13	47.323	-70.456	19	1.3
2001	1	12	18:39:16	47.467	-70.05	7.7	1.3
2001	1	11	3:02:11	47.531	-70.013	14.4	1.3
2000	11	17	10:48:39	47.415	-70.203	13.3	1.3
2013	9	23	22:02:07	47.421	-70.313	12.6	1.3
2013	9	29	12:08:24	47.507	-70.063	7.7	1.3
2013	9	29	20:40:16	47.453	-70.024	9.8	1.3
2000	11	30	14:45:57	47.459	-70.005	10.1	1.3
2013	7	25	10:34:46	47.808	-70.047	13.8	1.3
2013	4	26	7:06:33	47.597	-70.175	11.4	1.3
2017	12	10	10:44:14	47.392	-70.246	10.2	1.3
2000	12	4	0:36:49	47.479	-70.283	12.1	1.3
2013	10	10	5:34:05	47.389	-70.129	22.6	1.3
2013	10	29	3:59:56	47.486	-70.407	9.9	1.3
2012	11	19	17:29:31	47.621	-70.424	20.3	1.3
2012	11	19	11:05:36	47.628	-70.189	11.9	1.3
2012	4	13	12:50:02	47.391	-70.281	14.4	1.3
2001	5	14	4:08:59	47.417	-70.416	6.2	1.3
2012	6	5	13:35:31	47.758	-69.983	17.5	1.3
2012	6	6	20:02:07	47.463	-70.134	10.9	1.3
2012	3	13	6:04:37	47.643	-69.881	13.7	1.3
2014	3	26	12:28:03	47.441	-70.348	10.7	1.3
2014	5	4	1:31:13	47.487	-70.051	12.4	1.3
2011	12	11	15:53:20	47.434	-70.288	14.3	1.3
2011	12	18	19:08:19	47.618	-70.237	7.2	1.3
2001	5	26	11:41:27	47.709	-69.742	28.5	1.3
2012	2	5	14:31:55	47.426	-70.339	10	1.3
2012	7	9	7:55:46	47.533	-70.129	15.3	1.3
2012	7	9	14:53:08	47.567	-69.858	17.7	1.3
2012	10	29	9:27:41	47.396	-70.157	16	1.3
2014	1	15	1:34:18	47.516	-70.387	5.2	1.3
2012	11	18	15:49:27	47.414	-70.165	12.8	1.3
2001	4	3	17:28:43	47.383	-70.259	13.3	1.3
2001	4	6	3:57:42	47.511	-70.033	12.8	1.3
2017	10	22	12:21:30	47.403	-70.375	9.7	1.3
2014	2	5	15:46:17	47.572	-70.306	9.6	1.3
2014	1	23	6:44:18	47.472	-70.146	9	1.3
2012	9	7	7:30:29	47.489	-70.385	4.6	1.3
2001	4	16	8:31:52	47.529	-70.386	3.1	1.3
2015	4	15	0:13:17	47.541	-70.28	14.5	1.3
2002	12	2	12:51:46	47.425	-70.055	7.2	1.3
2006	1	23	12:40:56	47.507	-70.221	12.8	1.3
2002	6	29	23:25:59	47.737	-70.002	17.6	1.3
2015	11	12	13:23:14	47.424	-70.417	6	1.3
2015	11	13	9:45:37	47.458	-70.437	5	1.3
2002	7	16	21:49:46	47.449	-70.38	9.9	1.3
2006	1	31	3:08:35	47.568	-69.893	16	1.3
2002	6	4	8:29:50	47.619	-70.291	13.7	1.3
2007	7	30	2:16:02	47.402	-70.484	2.3	1.3
2007	8	19	4:12:12	47.568	-70.385	16.5	1.3
2005	10	16	2:39:23	47.834	-69.736	23.2	1.3
2006	4	19	7:38:31	47.319	-70.377	8.8	1.3
2016	4	26	21:11:00	47.574	-70.253	5.2	1.3
2007	6	1	0:30:12	47.324	-70.187	10.6	1.3
2015	10	24	4:43:42	47.425	-70.464	10.2	1.3
